id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
197,0.005,0.005,0.0,0.002,0.001,0.009999999999999998,0.0,0.001,0.002,0.0,0.021000000000000005,0.0,0.008,0.006,0.0030000000000000005,0.0,0.008,0.004,0.0,0.001,0.0030000000000000005,0.05000000000000001,0.0,0.0,0.0,0.0,0.029000000000000012,0.005,0.001,0.0,0.0,0.02800000000000001,0.009999999999999998,0.006999999999999999,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.025000000000000005,0.004,0.001,0.006,0.004,0.047000000000000014,0.001,0.002,0.004,0.009,0.06799999999999998,0.002,0.013000000000000001,0.009,0.015,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000004,0.001,0.008,0.0,0.009999999999999998,0.006,0.0,0.0,0.009999999999999998,0.0,0.008,0.02600000000000001,0.0,0.03700000000000001,0.019000000000000006,0.001,0.001,0.0,0.0,0.319,0.023000000000000007,0.0,0.002,0.0,0.006,0.0,0.0,0.0,0.001,0.005,0.007000000000000001,0.0,0.002,0.011,0.004
200,0.0,0.0,0.028000000000000014,0.002,0.0,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.005,0.0,0.001,0.0,0.002,0.0,0.001,0.0,0.001,0.0,0.005,0.002,0.0,0.001,0.006,0.03700000000000002,0.0,0.06799999999999996,0.049,0.045999999999999985,0.1159999999999999,0.3609999999999999,0.0,0.0,0.004,0.0,0.011000000000000001,0.0,0.004,0.0,0.0,0.006999999999999999,0.0,0.001,0.0,0.0,0.0,0.0,0.060999999999999964,0.009999999999999998,0.008,0.002,0.001,0.0,0.002,0.0,0.0,0.0,0.006,0.002,0.006,0.0,0.0,0.0,0.002,0.0,0.0,0.026000000000000006,0.002,0.0,0.0,0.0,0.004,0.03500000000000001,0.0,0.002,0.005,0.001,0.04300000000000001,0.0,0.008,0.0030000000000000005,0.0,0.0,0.0,0.0,0.001,0.006999999999999999,0.0,0.0
205,0.001,0.0,0.0030000000000000005,0.002,0.001,0.0030000000000000005,0.001,0.0030000000000000005,0.001,0.0,0.002,0.006999999999999999,0.006,0.0030000000000000005,0.0,0.021000000000000005,0.0,0.0,0.006999999999999999,0.0,0.002,0.0030000000000000005,0.46600000000000014,0.017,0.011,0.06499999999999999,0.0030000000000000005,0.004,0.03600000000000001,0.036000000000000025,0.001,0.001,0.006,0.013000000000000001,0.0030000000000000005,0.002,0.005,0.0,0.005,0.0,0.001,0.002,0.006,0.006999999999999999,0.0030000000000000005,0.0,0.001,0.001,0.001,0.002,0.0030000000000000005,0.002,0.002,0.008,0.0030000000000000005,0.020000000000000004,0.0030000000000000005,0.0,0.0,0.001,0.005,0.001,0.015000000000000003,0.009999999999999998,0.001,0.006999999999999999,0.011,0.034000000000000016,0.002,0.002,0.023000000000000007,0.006999999999999999,0.009999999999999998,0.013000000000000001,0.0,0.0,0.001,0.002,0.001,0.018000000000000006,0.014000000000000002,0.002,0.0,0.0,0.0,0.0,0.002,0.0030000000000000005,0.0,0.0,0.0,0.0,0.0030000000000000005,0.001,0.0,0.001,0.004,0.0,0.001
207,0.022000000000000006,0.002,0.002,0.019000000000000006,0.0,0.0,0.0,0.012,0.012000000000000002,0.0,0.0,0.008,0.055999999999999994,0.006,0.0,0.0,0.002,0.04000000000000003,0.001,0.023000000000000007,0.012,0.0,0.001,0.005,0.0,0.0,0.008,0.0,0.001,0.001,0.004,0.0,0.002,0.001,0.002,0.0,0.001,0.0,0.005,0.0,0.0,0.063,0.0,0.006999999999999999,0.0,0.013000000000000003,0.0,0.049,0.2769999999999999,0.008,0.015000000000000005,0.0,0.001,0.005,0.004,0.004,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.004,0.0,0.015000000000000003,0.0,0.006999999999999999,0.004,0.03400000000000001,0.001,0.009,0.0,0.006,0.0,0.004,0.002,0.0,0.0,0.017000000000000005,0.002,0.004,0.0,0.0,0.0,0.046,0.023000000000000007,0.0,0.0,0.012,0.002,0.011,0.001,0.002,0.03800000000000002,0.024000000000000007,0.017000000000000005,0.0,0.018000000000000006
208,0.001,0.0,0.023000000000000007,0.006,0.0,0.0,0.009,0.0,0.002,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.004,0.001,0.011000000000000001,0.0,0.0,0.0,0.001,0.009,0.0,0.0,0.002,0.001,0.004,0.017,0.0,0.001,0.001,0.05599999999999998,0.001,0.004,0.032000000000000015,0.009,0.014000000000000002,0.013000000000000003,0.0,0.019000000000000006,0.011,0.0030000000000000005,0.013000000000000001,0.0,0.0030000000000000005,0.0,0.0,0.005,0.0,0.002,0.0,0.0,0.0,0.0,0.009,0.009999999999999998,0.006,0.002,0.041000000000000016,0.001,0.006999999999999999,0.001,0.0,0.001,0.022000000000000006,0.005,0.07399999999999997,0.001,0.004,0.0,0.005,0.0,0.0,0.019000000000000003,0.001,0.0,0.004,0.001,0.04500000000000001,0.009,0.0,0.0030000000000000005,0.019000000000000006,0.008,0.011000000000000001,0.0,0.016000000000000004,0.34900000000000014,0.001,0.0,0.002,0.0030000000000000005,0.0,0.03700000000000002,0.001,0.002
209,0.001,0.001,0.0,0.0030000000000000005,0.002,0.002,0.001,0.001,0.004,0.0,0.002,0.002,0.005,0.001,0.001,0.03800000000000002,0.002,0.001,0.016000000000000004,0.0,0.001,0.002,0.08999999999999997,0.06099999999999997,0.009999999999999998,0.4019999999999998,0.0,0.0,0.07199999999999997,0.04600000000000001,0.0030000000000000005,0.004,0.002,0.016,0.008,0.006,0.004,0.0030000000000000005,0.002,0.0030000000000000005,0.002,0.002,0.0,0.002,0.0,0.001,0.001,0.001,0.001,0.001,0.0030000000000000005,0.0,0.001,0.0030000000000000005,0.002,0.002,0.001,0.001,0.0,0.002,0.019000000000000006,0.004,0.021000000000000005,0.001,0.0,0.014000000000000002,0.001,0.006999999999999999,0.0030000000000000005,0.0,0.030000000000000013,0.004,0.006,0.0030000000000000005,0.0,0.0,0.0,0.005,0.0,0.004,0.002,0.002,0.0,0.001,0.002,0.0,0.0030000000000000005,0.001,0.001,0.0,0.001,0.002,0.002,0.001,0.0,0.002,0.004,0.0,0.009999999999999998
210,0.001,0.0030000000000000005,0.005,0.0030000000000000005,0.002,0.009,0.0,0.0,0.0,0.001,0.011,0.0,0.001,0.0,0.001,0.006,0.006,0.0,0.0,0.0,0.0,0.5480000000000002,0.004,0.004,0.001,0.016000000000000004,0.004,0.006999999999999999,0.005,0.0030000000000000005,0.006,0.04600000000000001,0.007000000000000001,0.002,0.0030000000000000005,0.0030000000000000005,0.006999999999999999,0.001,0.0030000000000000005,0.0,0.002,0.009999999999999998,0.015000000000000003,0.0,0.014000000000000002,0.002,0.006999999999999999,0.0,0.0,0.001,0.004,0.006999999999999999,0.0,0.0,0.004,0.002,0.006,0.0,0.0,0.0,0.001,0.0030000000000000005,0.004,0.001,0.006999999999999999,0.0030000000000000005,0.013000000000000001,0.001,0.03000000000000001,0.0,0.001,0.0,0.009,0.001,0.0,0.008,0.0,0.03800000000000002,0.0,0.004,0.0,0.001,0.0,0.014000000000000002,0.031000000000000014,0.0,0.0,0.0,0.004,0.0,0.0,0.002,0.006999999999999999,0.0,0.0030000000000000005,0.001,0.004,0.014000000000000002,0.002
213,0.004,0.001,0.004,0.0030000000000000005,0.0,0.0030000000000000005,0.002,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.004,0.0,0.004,0.001,0.004,0.005,0.033000000000000015,0.012000000000000002,0.023000000000000007,0.0,0.002,0.009,0.031000000000000014,0.009,0.012,0.002,0.012,0.048999999999999995,0.0,0.04200000000000001,0.30299999999999994,0.12899999999999992,0.06799999999999998,0.03500000000000002,0.001,0.009999999999999998,0.009999999999999998,0.002,0.006999999999999999,0.0,0.001,0.0,0.001,0.006999999999999999,0.0,0.0030000000000000005,0.0,0.0030000000000000005,0.001,0.0,0.005,0.0,0.011,0.004,0.012,0.004,0.004,0.0,0.0030000000000000005,0.001,0.0030000000000000005,0.006,0.002,0.0030000000000000005,0.004,0.001,0.001,0.0,0.0,0.004,0.0030000000000000005,0.0,0.008,0.001,0.004,0.0030000000000000005,0.0,0.006999999999999999,0.004,0.001,0.0030000000000000005,0.001,0.0,0.006999999999999999,0.0,0.0,0.0,0.001,0.002,0.016000000000000004,0.001,0.0
220,0.0,0.0,0.0,0.0,0.004,0.012,0.0,0.0,0.0,0.001,0.011,0.001,0.001,0.0,0.001,0.0,0.004,0.0,0.0,0.0,0.001,0.005,0.004,0.0,0.0,0.0030000000000000005,0.006999999999999999,0.001,0.001,0.0,0.0,0.005,0.0,0.006,0.0,0.03400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06699999999999995,0.0,0.0,0.005,0.0,0.06799999999999998,0.001,0.018000000000000002,0.013000000000000001,0.002,0.3659999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.002,0.001,0.0,0.0030000000000000005,0.001,0.018000000000000002,0.0,0.006,0.001,0.10399999999999995,0.021000000000000005,0.0,0.006,0.03800000000000001,0.0,0.012,0.0,0.0,0.021000000000000005,0.005,0.0,0.0,0.0,0.028000000000000008,0.0,0.0,0.0030000000000000005,0.006,0.012,0.0,0.0,0.0,0.015000000000000003,0.006
221,0.002,0.03500000000000002,0.002,0.005,0.002,0.004,0.0,0.001,0.020000000000000004,0.008,0.0030000000000000005,0.0030000000000000005,0.03700000000000001,0.012,0.011,0.0,0.009999999999999998,0.001,0.0,0.020000000000000004,0.002,0.002,0.0030000000000000005,0.0,0.0,0.001,0.04300000000000001,0.011000000000000001,0.0,0.001,0.0,0.016000000000000004,0.009,0.002,0.001,0.0,0.0030000000000000005,0.0,0.002,0.0,0.0,0.441,0.008,0.0,0.009999999999999998,0.001,0.002,0.014000000000000002,0.04500000000000001,0.002,0.03000000000000001,0.001,0.001,0.002,0.013000000000000003,0.006999999999999999,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.005,0.0,0.002,0.004,0.001,0.004,0.0,0.0030000000000000005,0.001,0.001,0.0,0.0,0.009999999999999998,0.002,0.006999999999999999,0.002,0.001,0.004,0.0,0.0,0.011,0.009,0.004,0.0,0.0,0.0,0.001,0.0,0.002,0.0,0.002,0.045,0.020000000000000004,0.0,0.005,0.004
222,0.028000000000000008,0.006999999999999999,0.002,0.008,0.0,0.0,0.0,0.019000000000000006,0.06099999999999998,0.001,0.0030000000000000005,0.009,0.009999999999999998,0.011,0.016000000000000004,0.001,0.011,0.044000000000000004,0.0030000000000000005,0.0030000000000000005,0.006999999999999999,0.0,0.002,0.002,0.0,0.0,0.009999999999999998,0.012,0.0,0.0,0.0,0.0,0.0030000000000000005,0.001,0.0,0.0,0.0030000000000000005,0.0,0.001,0.0,0.0,0.017000000000000005,0.0030000000000000005,0.004,0.023000000000000007,0.002,0.0,0.001,0.013999999999999999,0.027000000000000014,0.0030000000000000005,0.0,0.0,0.0,0.002,0.001,0.0,0.0,0.004,0.002,0.006,0.001,0.021000000000000005,0.001,0.001,0.001,0.004,0.0,0.002,0.005,0.0,0.001,0.0,0.009999999999999998,0.0,0.0,0.0,0.002,0.0,0.001,0.001,0.002,0.0,0.001,0.0030000000000000005,0.001,0.001,0.0,0.0,0.030000000000000013,0.0,0.019000000000000003,0.002,0.0,0.05399999999999999,0.433,0.002,0.0030000000000000005,0.011000000000000001
223,0.004,0.0030000000000000005,0.0,0.0030000000000000005,0.0030000000000000005,0.0,0.0,0.562,0.022000000000000006,0.002,0.0,0.030000000000000016,0.024000000000000007,0.014000000000000002,0.0030000000000000005,0.0,0.0,0.024000000000000007,0.006999999999999999,0.002,0.014000000000000002,0.0,0.002,0.001,0.001,0.0,0.006,0.0,0.006,0.006,0.0,0.0,0.002,0.0030000000000000005,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.0,0.0,0.001,0.0,0.002,0.022000000000000006,0.02800000000000001,0.001,0.0,0.005,0.009,0.0030000000000000005,0.002,0.0,0.0,0.001,0.0,0.006,0.001,0.009999999999999998,0.0,0.001,0.001,0.0,0.0,0.008,0.004,0.0,0.0,0.0,0.009,0.0,0.001,0.0,0.001,0.0,0.008,0.0,0.001,0.0,0.0,0.004,0.001,0.012,0.0,0.0,0.002,0.0,0.020000000000000004,0.03300000000000002,0.004,0.012,0.005,0.0,0.0,0.03300000000000001
226,0.002,0.002,0.014000000000000002,0.004,0.0030000000000000005,0.0,0.02300000000000001,0.006,0.009,0.006,0.0,0.008,0.0,0.0030000000000000005,0.006999999999999999,0.0,0.001,0.011,0.0,0.011,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.002,0.004,0.0,0.001,0.005,0.006999999999999999,0.002,0.009999999999999998,0.006999999999999999,0.002,0.004,0.0,0.0030000000000000005,0.0,0.05500000000000001,0.03500000000000002,0.016,0.005,0.0,0.0,0.0,0.001,0.0,0.0,0.004,0.033000000000000015,0.012,0.001,0.07100000000000001,0.0,0.005,0.0,0.0,0.0,0.004,0.0030000000000000005,0.011,0.0,0.005,0.0,0.013000000000000001,0.0,0.001,0.040000000000000015,0.0,0.0,0.0,0.0,0.008,0.005,0.0,0.0030000000000000005,0.023000000000000007,0.005,0.012000000000000002,0.0,0.35100000000000003,0.03700000000000002,0.001,0.001,0.001,0.023000000000000007,0.04499999999999999,0.009999999999999998,0.001,0.0
229,0.02800000000000001,0.02500000000000001,0.004,0.04800000000000001,0.0,0.001,0.001,0.009,0.006999999999999999,0.001,0.008,0.009999999999999998,0.02700000000000001,0.006999999999999999,0.005,0.008,0.0030000000000000005,0.0030000000000000005,0.011,0.008,0.012,0.006999999999999999,0.006,0.006,0.002,0.016000000000000004,0.006999999999999999,0.001,0.014000000000000002,0.015000000000000003,0.001,0.005,0.006,0.005,0.001,0.001,0.004,0.0,0.0,0.0030000000000000005,0.001,0.019000000000000006,0.001,0.001,0.001,0.0030000000000000005,0.0,0.0,0.020000000000000004,0.004,0.012,0.001,0.014000000000000002,0.014000000000000002,0.03500000000000002,0.009999999999999998,0.0,0.0,0.0,0.0,0.019000000000000006,0.004,0.018000000000000002,0.001,0.002,0.015000000000000003,0.001,0.002,0.023000000000000007,0.016000000000000004,0.006,0.006,0.0,0.006999999999999999,0.0,0.0,0.002,0.0,0.0,0.028000000000000008,0.0030000000000000005,0.006,0.0,0.0,0.002,0.011,0.013000000000000001,0.002,0.0,0.0,0.0030000000000000005,0.008,0.008,0.0,0.021000000000000005,0.005,0.002,0.0,0.30400000000000005
230,0.001,0.001,0.0,0.0,0.0,0.002,0.006,0.0,0.006,0.001,0.0,0.001,0.0030000000000000005,0.001,0.03500000000000001,0.004,0.013000000000000001,0.0,0.0,0.001,0.0,0.02800000000000001,0.0030000000000000005,0.0,0.0,0.002,0.013999999999999999,0.053,0.0,0.0,0.001,0.017000000000000005,0.006,0.0,0.005,0.0030000000000000005,0.002,0.0,0.0,0.001,0.001,0.002,0.027000000000000007,0.0,0.033000000000000015,0.0,0.0,0.0,0.0,0.001,0.0030000000000000005,0.001,0.0,0.001,0.002,0.001,0.0,0.005,0.001,0.0,0.0,0.002,0.002,0.005,0.001,0.001,0.06399999999999997,0.0030000000000000005,0.009,0.002,0.0,0.0030000000000000005,0.013000000000000001,0.001,0.001,0.002,0.0,0.47699999999999987,0.021000000000000005,0.001,0.0030000000000000005,0.004,0.004,0.017000000000000005,0.021000000000000005,0.0,0.0,0.0,0.004,0.0,0.001,0.0030000000000000005,0.001,0.002,0.002,0.005,0.002,0.03500000000000002,0.0
232,0.012,0.0,0.002,0.43300000000000016,0.0,0.0,0.002,0.019000000000000003,0.008,0.001,0.001,0.0030000000000000005,0.012,0.006,0.0,0.001,0.002,0.014000000000000002,0.0030000000000000005,0.005,0.005,0.001,0.001,0.004,0.002,0.009999999999999998,0.005,0.002,0.011,0.009999999999999998,0.005,0.0030000000000000005,0.009,0.0,0.0030000000000000005,0.0,0.001,0.0,0.0030000000000000005,0.0030000000000000005,0.001,0.011000000000000001,0.002,0.009999999999999998,0.005,0.002,0.0,0.001,0.013000000000000001,0.001,0.009,0.0,0.008,0.002,0.0030000000000000005,0.009,0.0,0.001,0.002,0.0,0.021000000000000005,0.008,0.008,0.002,0.001,0.006,0.004,0.0,0.013000000000000001,0.03200000000000001,0.001,0.004,0.0,0.031000000000000014,0.0,0.002,0.002,0.001,0.0,0.051,0.0,0.014000000000000002,0.0,0.0030000000000000005,0.006,0.002,0.02200000000000001,0.002,0.0,0.002,0.006999999999999999,0.009,0.006999999999999999,0.001,0.03400000000000002,0.005,0.002,0.0,0.015
234,0.013000000000000001,0.018000000000000002,0.0,0.004,0.001,0.005,0.002,0.014000000000000002,0.040000000000000015,0.0030000000000000005,0.006,0.014000000000000002,0.3229999999999999,0.01,0.019000000000000003,0.004,0.024000000000000004,0.019000000000000003,0.002,0.0030000000000000005,0.006,0.006999999999999999,0.008,0.002,0.004,0.002,0.02600000000000001,0.0,0.0030000000000000005,0.002,0.0030000000000000005,0.018000000000000002,0.008,0.0030000000000000005,0.0,0.006,0.0030000000000000005,0.0,0.0,0.0,0.0,0.048,0.001,0.002,0.0030000000000000005,0.004,0.002,0.0030000000000000005,0.03900000000000002,0.006,0.004,0.001,0.006,0.023000000000000003,0.04300000000000001,0.015000000000000003,0.002,0.0,0.002,0.0,0.002,0.0,0.004,0.0,0.002,0.029000000000000012,0.005,0.0,0.004,0.0030000000000000005,0.002,0.0,0.0030000000000000005,0.005,0.0,0.004,0.001,0.0030000000000000005,0.002,0.009,0.004,0.001,0.0,0.006,0.006,0.009,0.012000000000000002,0.0,0.0,0.002,0.0,0.016000000000000004,0.006999999999999999,0.005,0.004,0.004,0.0,0.0030000000000000005,0.014000000000000002
236,0.001,0.006,0.001,0.008,0.001,0.012000000000000002,0.0,0.001,0.0,0.0,0.016000000000000004,0.0,0.0,0.004,0.0030000000000000005,0.0030000000000000005,0.011000000000000001,0.001,0.001,0.0,0.001,0.024000000000000007,0.002,0.001,0.0,0.0030000000000000005,0.03500000000000001,0.020000000000000004,0.0,0.002,0.001,0.4389999999999999,0.055999999999999966,0.005,0.0,0.0,0.002,0.0,0.0,0.0,0.001,0.009999999999999998,0.020000000000000004,0.0,0.04300000000000001,0.002,0.009999999999999998,0.0,0.0,0.004,0.004,0.006,0.001,0.001,0.0030000000000000005,0.006999999999999999,0.002,0.0,0.0,0.0,0.0030000000000000005,0.0,0.004,0.0,0.002,0.0030000000000000005,0.04200000000000003,0.0,0.02700000000000001,0.001,0.0,0.001,0.014000000000000002,0.005,0.0,0.006999999999999999,0.0,0.022000000000000006,0.001,0.006,0.002,0.0030000000000000005,0.0,0.02600000000000001,0.02600000000000001,0.0,0.002,0.001,0.0,0.001,0.001,0.0,0.001,0.001,0.002,0.0,0.001,0.018000000000000006,0.0030000000000000005
244,0.001,0.006,0.001,0.001,0.006,0.016000000000000004,0.0,0.004,0.004,0.005,0.012,0.0,0.0,0.001,0.002,0.002,0.023000000000000007,0.001,0.001,0.001,0.0030000000000000005,0.012999999999999998,0.0,0.0,0.0,0.001,0.026000000000000006,0.020000000000000007,0.002,0.0,0.0,0.05899999999999998,0.011,0.002,0.001,0.008,0.0,0.0,0.0,0.0,0.0,0.004,0.002,0.0,0.020000000000000004,0.002,0.017000000000000005,0.0,0.0,0.001,0.001,0.06799999999999999,0.0,0.001,0.005,0.011,0.013000000000000001,0.0,0.0,0.001,0.002,0.002,0.0,0.0,0.06299999999999999,0.001,0.02400000000000001,0.0,0.005,0.002,0.001,0.002,0.03800000000000001,0.001,0.009,0.030000000000000013,0.0,0.005,0.03600000000000001,0.0,0.001,0.004,0.0,0.06099999999999997,0.29699999999999993,0.0,0.0,0.0,0.012,0.0,0.002,0.002,0.0,0.0,0.0,0.001,0.0,0.020000000000000004,0.0
250,0.009,0.004,0.0,0.021000000000000005,0.0,0.0,0.0,0.02500000000000001,0.012,0.0,0.005,0.006999999999999999,0.05499999999999998,0.014000000000000002,0.0030000000000000005,0.001,0.0,0.015000000000000003,0.006,0.013000000000000001,0.005,0.0,0.005,0.0030000000000000005,0.0,0.008,0.005,0.0,0.019000000000000006,0.004,0.001,0.0,0.009,0.006999999999999999,0.001,0.004,0.0,0.0,0.0,0.001,0.0,0.013000000000000003,0.0,0.001,0.001,0.004,0.0,0.002,0.018000000000000002,0.017000000000000005,0.033000000000000015,0.0,0.031000000000000017,0.19699999999999993,0.046000000000000006,0.05799999999999999,0.0,0.0,0.002,0.001,0.005,0.001,0.009999999999999998,0.001,0.0030000000000000005,0.03500000000000002,0.0030000000000000005,0.0,0.02300000000000001,0.046000000000000006,0.004,0.0030000000000000005,0.0,0.009,0.0,0.001,0.0,0.0,0.002,0.023000000000000003,0.006,0.009,0.0,0.023000000000000007,0.002,0.002,0.03200000000000001,0.001,0.0,0.0,0.002,0.006,0.004,0.004,0.008,0.0,0.002,0.0,0.04400000000000002
251,0.0,0.001,0.005,0.009,0.0,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.002,0.001,0.0,0.0,0.004,0.001,0.001,0.013000000000000001,0.022000000000000002,0.004,0.02600000000000001,0.001,0.005,0.008,0.023000000000000007,0.014000000000000002,0.0,0.001,0.0,0.016000000000000004,0.0,0.02600000000000001,0.051999999999999984,0.040000000000000015,0.040000000000000015,0.028000000000000014,0.0030000000000000005,0.001,0.06599999999999999,0.0,0.006999999999999999,0.0,0.005,0.0,0.0,0.006,0.0,0.004,0.0,0.0,0.0,0.0,0.013000000000000001,0.0030000000000000005,0.002,0.005,0.006,0.0030000000000000005,0.002,0.0,0.0,0.001,0.07899999999999997,0.0,0.016,0.004,0.002,0.0,0.0030000000000000005,0.0,0.0,0.005,0.006,0.0,0.008,0.0,0.009,0.006,0.0,0.0,0.013000000000000001,0.006,0.017000000000000005,0.0,0.004,0.006,0.0,0.0,0.0,0.004,0.001,0.3339999999999999,0.001,0.0030000000000000005
254,0.0,0.002,0.0,0.002,0.001,0.0030000000000000005,0.0,0.0,0.001,0.001,0.008,0.0,0.0,0.0,0.0,0.001,0.008,0.0,0.0,0.0,0.001,0.020000000000000004,0.0,0.0,0.0,0.0,0.0030000000000000005,0.001,0.001,0.0030000000000000005,0.0,0.020000000000000004,0.02900000000000001,0.001,0.0,0.002,0.0,0.0,0.0,0.002,0.0,0.001,0.007000000000000001,0.0,0.005,0.0,0.029000000000000012,0.0,0.0,0.0,0.0,0.13099999999999995,0.0,0.0,0.0,0.006999999999999999,0.02800000000000001,0.0,0.0,0.0,0.002,0.001,0.0,0.0,0.41700000000000004,0.002,0.001,0.0,0.0030000000000000005,0.001,0.0,0.0,0.005,0.0,0.019000000000000006,0.07699999999999994,0.0,0.006,0.029000000000000015,0.0,0.0,0.0,0.0,0.052000000000000005,0.034000000000000016,0.0,0.0,0.0,0.019000000000000003,0.0,0.004,0.0,0.0,0.0,0.001,0.0,0.0,0.009,0.0
255,0.001,0.0,0.001,0.0,0.0030000000000000005,0.015,0.001,0.0,0.0,0.005,0.002,0.0,0.001,0.0,0.0,0.001,0.006,0.0,0.0,0.0,0.0,0.031000000000000014,0.014000000000000002,0.012,0.002,0.006999999999999999,0.009999999999999998,0.006,0.0,0.002,0.0,0.02200000000000001,0.006,0.0030000000000000005,0.0030000000000000005,0.006999999999999999,0.0,0.0,0.004,0.001,0.001,0.0,0.002,0.0,0.013000000000000003,0.0,0.001,0.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,0.001,0.0,0.002,0.0,0.0,0.006000000000000001,0.001,0.001,0.001,0.005,0.004,0.001,0.022000000000000006,0.013000000000000001,0.0030000000000000005,0.0,0.016000000000000004,0.002,0.653,0.0,0.0,0.001,0.0,0.018000000000000006,0.012,0.0,0.002,0.0,0.001,0.004,0.022000000000000006,0.0,0.0,0.0030000000000000005,0.006,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.002,0.006,0.0
261,0.005,0.004,0.0,0.001,0.005,0.0,0.001,0.002,0.013000000000000001,0.005,0.017000000000000005,0.019000000000000006,0.02700000000000001,0.030000000000000013,0.015000000000000003,0.0,0.002,0.001,0.006999999999999999,0.0,0.024000000000000007,0.001,0.013000000000000001,0.001,0.0,0.002,0.004,0.0,0.004,0.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.013000000000000003,0.0,0.0,0.0,0.0,0.0,0.004,0.0030000000000000005,0.001,0.0,0.0,0.006,0.0,0.006,0.040000000000000015,0.0,0.001,0.002,0.04300000000000002,0.002,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.005,0.0,0.0,0.0,0.001,0.028000000000000008,0.001,0.0,0.005,0.008,0.004,0.0,0.001,0.0,0.0,0.04300000000000001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06199999999999997,0.048999999999999995,0.4340000000000002,0.001,0.0,0.001,0.0,0.009
